system_id,date,pr,avg_ac_power_kw
34,2020-06-20,2.1414935971273428,33.87708333333333
34,2020-06-21,2.4086052918056904,33.69166666666666
34,2020-06-22,2.2299476428522156,33.240625
34,2020-06-23,2.3648725295060635,33.135416666666664
34,2020-06-24,2.2427205914493498,31.516666666666666
34,2020-06-25,2.228069842630319,31.58020833333333
34,2020-06-26,2.75898813546355,30.911458333333332
34,2020-06-27,2.918554260130159,34.12708333333334
34,2020-06-28,2.7398577684727337,35.109375
34,2020-06-29,3.384445405687585,33.0625
34,2020-06-30,3.2122245095078528,35.567708333333336
34,2020-07-01,2.6144118994752463,35.46770833333333
34,2020-07-02,2.2690988854610508,35.16041666666667
34,2020-07-03,3.0344830860594993,34.690625000000004
34,2020-07-04,2.7302757535992397,34.18125
34,2020-07-05,1.8930654122058177,33.31875
34,2020-07-06,2.0359854160325175,33.82604166666667
34,2020-07-07,2.673766169394148,37.083333333333336
34,2020-07-08,2.6134780534899025,36.046875
34,2020-07-09,2.2285934210483407,34.911458333333336
34,2020-07-10,2.6646810728697767,33.571875
34,2020-07-11,2.4391091939062424,30.395833333333332
34,2020-07-12,2.436282038335922,32.494791666666664
34,2020-07-13,2.0410831886928134,34.53125
34,2020-07-14,2.6873401904724266,35.63229166666667
34,2020-07-15,2.251959756916733,33.16770833333333
34,2020-07-16,2.21527452195965,33.60520833333334
34,2020-07-17,2.022738464335289,33.849999999999994
34,2020-07-18,2.172489210908878,32.55833333333333
34,2020-07-19,2.7981454655626212,30.186458333333334
34,2020-07-20,2.224785476478908,27.608333333333334
34,2020-07-21,2.111984056160414,29.708333333333332
34,2020-07-22,2.529978557352483,33.5375
34,2020-07-23,2.4203969520390674,33.88333333333333
34,2020-07-24,3.010463133245583,33.552083333333336
34,2020-07-25,2.070278640743706,33.165625
34,2020-07-26,1.8462519402018176,27.97065217391304
35,2020-01-01,,
35,2020-01-02,,
35,2020-01-03,,
35,2020-01-04,,
35,2020-01-05,,
35,2020-01-06,,
35,2020-01-07,,
35,2020-01-08,,
35,2020-01-09,,
35,2020-01-10,,
35,2020-01-11,,
35,2020-01-12,,
35,2020-01-13,,
35,2020-01-14,inf,41.86
35,2020-01-15,inf,12.591666666666667
35,2020-01-16,inf,13.485416666666666
35,2020-01-17,inf,13.044791666666667
35,2020-01-18,inf,12.439583333333331
35,2020-01-19,inf,12.134375
35,2020-01-20,inf,6.151041666666667
35,2020-01-21,inf,10.746875000000001
35,2020-01-22,inf,12.757291666666665
35,2020-01-23,inf,13.509374999999999
35,2020-01-24,inf,13.181249999999999
35,2020-01-25,inf,12.699999999999998
35,2020-01-26,inf,13.893749999999997
35,2020-01-27,inf,13.905208333333334
35,2020-01-28,inf,11.359375
35,2020-01-29,inf,15.340625000000001
35,2020-01-30,inf,14.829166666666666
35,2020-01-31,inf,14.726041666666667
35,2020-02-01,inf,14.969791666666667
35,2020-02-02,inf,15.927083333333334
35,2020-02-03,inf,17.083333333333332
35,2020-02-04,inf,17.667708333333334
35,2020-02-05,inf,5.922666666666667
35,2020-02-06,,
35,2020-02-07,,
35,2020-02-08,,
35,2020-02-09,,
35,2020-02-10,,
35,2020-02-11,,
35,2020-02-12,,
35,2020-02-13,,
35,2020-02-14,,
35,2020-02-15,,
35,2020-02-16,,
35,2020-02-17,,
35,2020-02-18,,
35,2020-02-19,,
35,2020-02-20,,
35,2020-02-21,,
35,2020-02-22,,
35,2020-02-23,,
35,2020-02-24,,
35,2020-02-25,,
35,2020-02-26,,
35,2020-02-27,,
35,2020-02-28,,
35,2020-02-29,,
35,2020-03-01,,
35,2020-03-02,,
35,2020-03-03,,
35,2020-03-04,,
35,2020-03-05,,
35,2020-03-06,0.0,
35,2020-03-07,,
35,2020-03-08,,
35,2020-03-09,,
35,2020-03-10,,
35,2020-03-11,,
35,2020-03-12,,
35,2020-03-13,,
35,2020-03-14,,
35,2020-03-15,,
35,2020-03-16,,
35,2020-03-17,,
35,2020-03-18,,
35,2020-03-19,,
35,2020-03-20,,
35,2020-03-21,,
35,2020-03-22,,
35,2020-03-23,,
35,2020-03-24,,
35,2020-03-25,,
35,2020-03-26,,
35,2020-03-27,,-0.2
35,2020-03-28,-inf,-0.22916666666666666
35,2020-03-29,-inf,-0.24583333333333338
35,2020-03-30,-inf,-0.23020833333333335
35,2020-03-31,-inf,-0.23229166666666667
35,2020-04-01,-0.045399584148708524,-0.23020833333333335
35,2020-04-02,-inf,-0.22658227848101264
35,2020-04-03,,
35,2020-04-04,,
35,2020-04-05,,
35,2020-04-06,,
35,2020-04-07,,
35,2020-04-08,,
35,2020-04-09,inf,49.888888888888886
35,2020-04-10,inf,14.870833333333335
35,2020-04-11,inf,26.420833333333334
35,2020-04-12,inf,16.73125
35,2020-04-13,inf,13.23157894736842
35,2020-04-14,,
35,2020-04-15,inf,71.03636363636363
35,2020-04-16,28.254353759005287,26.351041666666664
35,2020-04-17,inf,25.095833333333335
35,2020-04-18,inf,21.20625
35,2020-04-19,9.54510126778496,25.704166666666666
35,2020-04-20,12.391652204143112,23.529166666666658
35,2020-04-21,31.740879748539424,25.905208333333334
35,2020-04-22,4.624342309977722,27.30210526315789
35,2020-04-23,4.437184577220115,28.53958333333334
35,2020-04-24,7.261101718197316,28.084375000000005
35,2020-04-25,5.144980706540116,26.989473684210527
35,2020-04-26,4.6332376255823835,21.14166666666667
35,2020-04-27,2.580092160978507,26.175
35,2020-04-28,2.269251271031106,27.175
35,2020-04-29,2.1882937551726154,26.114583333333332
35,2020-04-30,2.046433526794558,24.334374999999998
35,2020-05-01,2.2647291434993866,27.169473684210526
35,2020-05-02,2.4574872565870627,27.357894736842105
35,2020-05-03,3.2094247550224693,28.485416666666662
35,2020-05-04,5.0315821569801304,29.13333333333333
35,2020-05-05,2.96735500693402,28.93229166666667
35,2020-05-06,2.9222948123408385,26.91354166666667
35,2020-05-07,2.1174645565252397,28.198958333333337
35,2020-05-08,3.3350691719130943,28.65729166666667
35,2020-05-09,1.4720847151612468,27.70315789473684
35,2020-05-10,2.6120817828467646,26.31979166666667
35,2020-05-11,2.9210517609127935,30.253124999999997
35,2020-05-12,268.6061169424904,33.016666666666666
35,2020-05-13,13.911813571015037,28.512499999999992
35,2020-05-14,2.3700391606064075,28.990624999999998
35,2020-05-15,2.67683633202196,28.461458333333336
35,2020-05-16,2.106175795882019,25.724999999999998
35,2020-05-17,2.573176875349137,25.409374999999997
35,2020-05-18,2.2986047566096466,30.192708333333332
35,2020-05-19,107.62059202606054,31.148958333333336
35,2020-05-20,inf,31.308333333333337
35,2020-05-21,8.710883652745533,30.01875
35,2020-05-22,4.582533854457283,28.78958333333333
35,2020-05-23,81.0589814060888,29.82736842105263
35,2020-05-24,11.874764114729347,30.442708333333332
35,2020-05-25,3.7458249346233794,31.025000000000002
35,2020-05-26,2.012050566985081,28.519791666666663
35,2020-05-27,2.4591702411505367,27.844791666666666
35,2020-05-28,1.7364472462985456,27.423958333333335
35,2020-05-29,2.071295844745019,29.006249999999998
35,2020-05-30,2.0878548912250894,23.90625
35,2020-05-31,2.4490258870699475,27.777083333333334
35,2020-06-01,2.4837244202567796,27.410416666666663
35,2020-06-02,3.71655762653335,21.246875
35,2020-06-03,2.5222946090546094,26.41875
35,2020-06-04,2.2497645236563018,27.623958333333334
35,2020-06-05,1.7068283961023005,19.178125
35,2020-06-06,-0.03415233251085234,-0.234375
35,2020-06-07,-0.025371350807502732,-0.24375
35,2020-06-08,-1.041428978139322,-0.22604166666666667
35,2020-06-09,-0.018359601610288084,-0.23020833333333335
35,2020-06-10,-0.005810194766414791,-0.234375
35,2020-06-11,-0.009657545310270951,-0.23229166666666665
35,2020-06-12,-0.009201942030797416,-0.240625
35,2020-06-13,-0.010914035604740848,-0.23645833333333333
35,2020-06-14,-0.010481476489957862,-0.23789473684210527
35,2020-06-15,-0.008081459726348064,-0.2354166666666667
35,2020-06-16,-0.006742578491354553,-0.234375
35,2020-06-17,-0.009272561843287631,-0.23789473684210524
35,2020-06-18,-0.009028089694576686,-0.23368421052631577
35,2020-06-19,-0.009214258551087161,-0.22395833333333334
35,2020-06-20,-0.008078552353971136,-0.234375
35,2020-06-21,-0.009236590441993367,-0.24583333333333332
35,2020-06-22,-0.008766951033292145,-0.23645833333333335
35,2020-06-23,-0.00845689788380012,-0.22708333333333333
35,2020-06-24,-0.008221454634907258,-0.2270833333333333
35,2020-06-25,-0.008007116368658071,-0.22291666666666665
35,2020-06-26,-0.010359612745313555,-0.23645833333333335
35,2020-06-27,-0.010159275212293312,-0.2260416666666666
35,2020-06-28,-0.010555779691863578,-0.24791666666666667
35,2020-06-29,-0.013662376886654308,-0.22526315789473683
35,2020-06-30,-0.010159343950402893,-0.2326315789473684
35,2020-07-01,-0.008902259142044414,-0.23473684210526313
35,2020-07-02,-0.00820704457257685,-0.23645833333333335
35,2020-07-03,-0.010245414525085273,-0.23124999999999998
35,2020-07-04,-0.009350381093709842,-0.23333333333333336
35,2020-07-05,-0.007857287455598055,-0.23750000000000002
35,2020-07-06,-0.006820054536297361,-0.2177083333333333
35,2020-07-07,-0.009007657417346762,-0.23124999999999998
35,2020-07-08,-0.008624901544530971,-0.234375
35,2020-07-09,-0.00805889496924821,-0.23124999999999998
35,2020-07-10,-0.009869113896717185,-0.23645833333333335
35,2020-07-11,-0.008990306323692878,-0.21562500000000004
35,2020-07-12,-0.008563802855522142,-0.22187500000000004
35,2020-07-13,-0.0068062172653755495,-0.22291666666666668
35,2020-07-14,-0.008511594198336787,-0.2231578947368421
35,2020-07-15,-0.008226165754421902,-0.21894736842105264
35,2020-07-16,-0.008546020221497102,-0.22187500000000002
35,2020-07-17,-0.006687475636991256,-0.21458333333333332
35,2020-07-18,-0.007547547245645658,-0.21999999999999997
35,2020-07-19,-0.010187094008903594,-0.23541666666666664
35,2020-07-20,2.1834033492512774,20.508333333333336
35,2020-07-21,2.0557240684854348,24.505208333333332
35,2020-07-22,2.468411986101041,27.758333333333336
35,2020-07-23,2.3717331840631903,28.13958333333333
35,2020-07-24,2.9299482378349992,27.7778947368421
35,2020-07-25,1.9955384034077612,27.684375
35,2020-07-26,1.7947282977325008,23.451086956521745
1239,2020-01-01,0.0007214432683822575,0.006315789473684211
1239,2020-01-02,0.00330525957718794,0.011875000000000002
1239,2020-01-03,0.004215342348860249,0.011250000000000001
1239,2020-01-04,0.0014770117419833947,0.01
1239,2020-01-05,0.0024490894070064886,0.010833333333333334
1239,2020-01-06,0.0014451025695884402,0.008842105263157896
1239,2020-01-07,0.0011620931120970217,0.00875
1239,2020-01-08,0.004429069902672695,0.010416666666666666
1239,2020-01-09,0.0017364983168415688,0.010833333333333334
1239,2020-01-10,0.005999089866078238,0.008210526315789474
1239,2020-01-11,0.00887979030055533,0.011041666666666667
1239,2020-01-12,0.0032862102353050614,0.009791666666666669
1239,2020-01-13,0.0009607304222193157,0.0077083333333333335
1239,2020-01-14,0.002121976974309021,0.008541666666666668
1239,2020-01-15,0.0026122655715781896,0.010833333333333334
1239,2020-01-16,0.002824485924920057,0.011458333333333334
1239,2020-01-17,0.0005840692657479852,0.009583333333333334
1239,2020-01-18,0.0,0.00736842105263158
1239,2020-01-19,0.0,0.004375
1239,2020-01-20,0.0007287504636128263,0.007083333333333334
1239,2020-01-21,0.0013584925058625062,0.008958333333333334
1239,2020-01-22,0.0028124950435183503,0.010625
1239,2020-01-23,0.0016870386366870719,0.009375000000000001
1239,2020-01-24,0.0022088083499935463,0.010625
1239,2020-01-25,0.0011665401857135708,0.009583333333333334
1239,2020-01-26,0.004501414052603696,0.009375
1239,2020-01-27,0.002243378115378067,0.010927835051546392
1239,2020-01-28,0.0023763660808296914,0.010833333333333334
1239,2020-01-29,0.0018524052779055457,0.011458333333333334
1239,2020-01-30,0.0015145774737662942,0.010833333333333334
1239,2020-01-31,0.001206913140537166,0.012291666666666668
1239,2020-02-01,0.001924834385709586,0.012083333333333335
1239,2020-02-02,0.0025968282298451414,0.012708333333333334
1239,2020-02-03,0.002096766688476395,0.012916666666666667
1239,2020-02-04,0.004735900363544934,0.013958333333333331
1239,2020-02-05,0.0025949991833018574,0.014374999999999999
1239,2020-02-06,0.004986546695938096,0.01333333333333333
1239,2020-02-07,0.0,0.012083333333333335
1239,2020-02-08,0.0007899058814630127,0.010721649484536083
1239,2020-02-09,0.00017241706688736933,0.005625000000000001
1239,2020-02-10,0.005103627315331981,0.010416666666666666
1239,2020-02-11,0.0047519198551081235,0.011340206185567012
1239,2020-02-12,0.0011412827934600077,0.011875000000000002
1239,2020-02-13,0.003674458930043418,0.014374999999999999
1239,2020-02-14,0.0011022984554197217,0.011041666666666667
1239,2020-02-15,0.0004242036351854276,0.008958333333333334
1239,2020-02-16,0.0017578722107240762,0.010515463917525773
1239,2020-02-17,0.0017787887818127898,0.011041666666666667
1239,2020-02-18,0.0035632887656102718,0.01375
1239,2020-02-19,0.0016868971774885349,0.012421052631578947
1239,2020-02-20,0.0012473792854713255,0.012083333333333333
1239,2020-02-21,0.0011184521658516606,0.010416666666666666
1239,2020-02-22,0.0006574745483186671,0.013125
1239,2020-02-23,0.0009348474483890024,0.011875000000000002
1239,2020-02-24,0.0018978605463609527,0.014374999999999999
1239,2020-02-25,0.0023557960225487774,0.014432989690721649
1239,2020-02-26,0.0020183245000930084,0.015416666666666667
1239,2020-02-27,0.006836447039625369,0.01625
1239,2020-02-28,0.0016495601876645243,0.012916666666666668
1239,2020-02-29,0.001779260924135057,0.014845360824742268
1239,2020-03-01,0.0014808844415283263,0.015416666666666667
1239,2020-03-02,0.0033613469331278995,0.015625
1239,2020-03-03,0.0024926247750787825,0.01770833333333333
1239,2020-03-04,0.0046983674041726625,0.014942528735632182
1239,2020-03-05,0.0011327226641194843,0.012708333333333335
1239,2020-03-06,0.0017710617980914599,0.014791666666666667
1239,2020-03-07,0.00113836888039061,0.013958333333333335
1239,2020-03-08,0.035119357698208384,0.11770833333333335
1239,2020-03-09,0.018294381659975278,0.017083333333333336
1239,2020-03-10,0.00267526587006238,0.009166666666666668
1239,2020-03-11,0.0009024066810783179,0.00875
1239,2020-03-12,0.0005230540797312707,0.0088659793814433
1239,2020-03-13,0.0028694290637307765,0.010208333333333335
1239,2020-03-14,0.001803459190546342,0.01375
1239,2020-03-15,0.0010557771814860872,0.013125000000000003
1239,2020-03-16,0.001039264718050309,0.011041666666666667
1239,2020-03-17,0.004553543889052026,0.015208333333333332
1239,2020-03-18,0.0013250780967903296,0.014583333333333332
1239,2020-03-19,0.0019410094012867994,0.013749999999999998
1239,2020-03-20,0.0040157360310855246,0.012083333333333335
1239,2020-03-21,0.2148697032805178,0.9883673469387755
1239,2020-03-22,0.26880214409530084,1.1779166666666667
1239,2020-03-23,0.25126975278222774,0.8241666666666667
1239,2020-03-24,0.18736787622821757,0.414375
1239,2020-03-25,0.2914630289272066,1.2803229166666665
1239,2020-03-26,0.3309471213296577,1.4845833333333334
1239,2020-03-27,0.10054797235543328,0.21979166666666664
1239,2020-03-28,0.3513258475261967,1.7504166666666672
1239,2020-03-29,0.393962315753159,1.2914583333333334
1239,2020-03-30,0.0017955758842122898,0.01
1239,2020-03-31,0.0016695331925507821,0.01360824742268041
1239,2020-04-01,0.0017791652332342957,0.01
1239,2020-04-02,0.006044594953142893,0.014791666666666667
1239,2020-04-03,0.002186308672205858,0.017684210526315785
1239,2020-04-04,0.0018643507866043332,0.016666666666666666
1239,2020-04-05,0.0024521425301854897,0.01690721649484536
1239,2020-04-06,0.0017093801133563383,0.018125
1239,2020-04-07,0.0026716021568629796,0.016458333333333332
1239,2020-04-08,0.0015904832202302541,0.017083333333333332
1239,2020-04-09,0.004005220551859411,0.017916666666666668
1239,2020-04-10,0.011747161979643015,0.015
1239,2020-04-11,0.002018592033817146,0.015416666666666667
1239,2020-04-12,0.0017513594956595562,0.016666666666666666
1239,2020-04-13,0.007927394432465252,0.017916666666666664
1239,2020-04-14,0.0015874216598759404,0.017499999999999998
1239,2020-04-15,0.0019206793538140137,0.017083333333333332
1239,2020-04-16,0.0016820067500658347,0.014374999999999999
1239,2020-04-17,0.0022769231038257992,0.015833333333333335
1239,2020-04-18,0.0014281852929701393,0.015510204081632653
1239,2020-04-19,0.0015981161028945185,0.016666666666666666
1239,2020-04-20,0.0015570961028410159,0.017291666666666664
1239,2020-04-21,0.0014133309312258041,0.013749999999999998
1239,2020-04-22,0.004236602165076561,0.012783505154639177
1239,2020-04-23,0.001225419280343843,0.012040816326530614
1239,2020-04-24,0.0014809493132519806,0.014166666666666666
1239,2020-04-25,0.0013601680029898364,0.015416666666666667
1239,2020-04-26,0.0017045679150911406,0.01708333333333333
1239,2020-04-27,0.002511213018144358,0.017938144329896905
1239,2020-04-28,0.002024108764529083,0.01833333333333333
1239,2020-04-29,0.0017472866473018387,0.01857142857142857
1239,2020-04-30,0.0031849072079611334,0.01875
1239,2020-05-01,0.009518324430717585,0.018125
1239,2020-05-02,0.0021277909158483217,0.018541666666666665
1239,2020-05-03,0.004382274973849254,0.016458333333333335
1239,2020-05-04,0.004266052391525935,0.01855670103092783
1239,2020-05-05,0.003477743521766584,0.016874999999999998
1239,2020-05-06,0.0019201103311315727,0.016666666666666666
1239,2020-05-07,0.0019343362688748575,0.015463917525773196
1239,2020-05-08,0.0024765095298662277,0.016249999999999997
1239,2020-05-09,0.0049117047397459574,0.012708333333333334
1239,2020-05-10,0.0014207940543778524,0.010625
1239,2020-05-11,0.0014512713648945363,0.013333333333333334
1239,2020-05-12,0.004433757079911981,0.014791666666666667
1239,2020-05-13,0.0013736452540441836,0.013958333333333331
1239,2020-05-14,0.0014985877918288076,0.017083333333333332
1239,2020-05-15,0.003698161750569808,0.017113402061855666
1239,2020-05-16,0.0022590620198697405,0.01855670103092783
1239,2020-05-17,0.0016327131122261616,0.018541666666666665
1239,2020-05-18,0.0017195149429117642,0.018125
1239,2020-05-19,0.0017023296237381373,0.018762886597938143
1239,2020-05-20,0.0015956495568574815,0.017916666666666664
1239,2020-05-21,0.0012795845277703698,0.015625
1239,2020-05-22,0.0015413405009262007,0.015670103092783504
1239,2020-05-23,0.0013270998061100812,0.01693877551020408
1239,2020-05-24,0.001281124926239617,0.014845360824742268
1239,2020-05-25,0.0013745401978648604,0.016874999999999998
1239,2020-05-26,0.0015905571700134981,0.018125
1239,2020-05-27,0.001274263549575631,0.014020618556701031
1239,2020-05-28,0.0003529620359455634,0.006250000000000001
1239,2020-05-29,0.0008721118615774735,0.010625
1239,2020-05-30,0.002644176528017261,0.013125
1239,2020-05-31,0.0025724105160866294,0.018105263157894735
1239,2020-06-01,0.0026451166544056693,0.01770833333333333
1239,2020-06-02,0.001556582409502631,0.017291666666666667
1239,2020-06-03,0.0023556102832473576,0.01855670103092783
1239,2020-06-04,0.0015916243410658084,0.016082474226804123
1239,2020-06-05,0.0022186133886501437,0.01711340206185567
1239,2020-06-06,0.0318259990292148,0.016041666666666666
1239,2020-06-07,0.0029322297065026664,0.018350515463917524
1239,2020-06-08,0.0016754484021323656,0.019791666666666666
1239,2020-06-09,0.0019152644920323381,0.01958333333333333
1239,2020-06-10,0.002070184311599696,0.019791666666666666
1239,2020-06-11,0.010146107443693911,0.02
1239,2020-06-12,0.001601567812400434,0.018144329896907216
1239,2020-06-13,0.0026688582903930053,0.017499999999999998
1239,2020-06-14,0.0021095951560319865,0.018105263157894735
1239,2020-06-15,0.0011388532627749659,0.015625
1239,2020-06-16,0.0015039739126701005,0.017916666666666664
1239,2020-06-17,0.0014397195012609983,0.01625
1239,2020-06-18,0.001144490270567352,0.013473684210526317
1239,2020-06-19,0.0009092246890483794,0.010927835051546392
1239,2020-06-20,0.0008277645190562828,0.011458333333333334
1239,2020-06-21,0.001097474226373343,0.013125
1239,2020-06-22,0.001455671168932918,0.014105263157894735
1239,2020-06-23,0.0010693881925557328,0.01195876288659794
1239,2020-06-24,0.0019374238747411135,0.014583333333333332
1239,2020-06-25,0.0014981610073634614,0.015833333333333335
1239,2020-06-26,0.0024095737105561455,0.016874999999999998
1239,2020-06-27,0.002319507694326592,0.016874999999999998
1239,2020-06-28,0.0020783888825535437,0.015833333333333335
1239,2020-06-29,0.006381806939711464,0.01690721649484536
1239,2020-06-30,0.0037016290228947947,0.018125
1239,2020-07-01,0.0018104380983285672,0.01770833333333333
1239,2020-07-02,0.0015514241502775463,0.016041666666666666
1239,2020-07-03,0.0019570684721515086,0.01833333333333333
